game_id,game,config,time_budget_s,max_nodes,max_entries,agent_first,agent_second,winner,plies,end_reason,seed,workers
ataxx.easy.heuristic-random.t14,ataxx,easy,2.0,50000,200000,heuristic,random,first,13,eliminated,15446012930420415263,1
ataxx.easy.random-alpha_beta.t14,ataxx,easy,2.0,50000,200000,random,alpha_beta,second,16,eliminated,17924265483753739209,1
ataxx.easy.alpha_beta-random.t14,ataxx,easy,2.0,50000,200000,alpha_beta,random,first,17,eliminated,8489523726086466158,1
ataxx.easy.random-mcts.t14,ataxx,easy,2.0,50000,200000,random,mcts,second,8,eliminated,7502615147712545304,1
ataxx.easy.mcts-random.t14,ataxx,easy,2.0,50000,200000,mcts,random,first,9,eliminated,14885091630920609993,1
ataxx.easy.heuristic-alpha_beta.t14,ataxx,easy,2.0,50000,200000,heuristic,alpha_beta,second,67,board_full,13206703431260379570,1
ataxx.easy.alpha_beta-heuristic.t14,ataxx,easy,2.0,50000,200000,alpha_beta,heuristic,first,79,board_full,185270539758520277,1
ataxx.easy.heuristic-mcts.t14,ataxx,easy,2.0,50000,200000,heuristic,mcts,second,84,board_full,3587368249903387401,1
ataxx.easy.mcts-heuristic.t14,ataxx,easy,2.0,50000,200000,mcts,heuristic,second,88,board_full,9485483320348552050,1
ataxx.easy.alpha_beta-mcts.t14,ataxx,easy,2.0,50000,200000,alpha_beta,mcts,first,27,eliminated,14480284790861363041,1
ataxx.easy.mcts-alpha_beta.t14,ataxx,easy,2.0,50000,200000,mcts,alpha_beta,second,81,board_full,1597929988298417111,1
ataxx.main.random-heuristic.t14,ataxx,main,0.5,50000,200000,random,heuristic,second,10,eliminated,4357608489161413536,1
ataxx.main.heuristic-random.t14,ataxx,main,0.5,50000,200000,heuristic,random,first,7,eliminated,15974308174815928549,1
ataxx.main.random-alpha_beta.t14,ataxx,main,0.5,50000,200000,random,alpha_beta,second,8,eliminated,16677723110530524890,1
ataxx.main.alpha_beta-random.t14,ataxx,main,0.5,50000,200000,alpha_beta,random,first,7,eliminated,3683652958033992730,1
ataxx.main.random-mcts.t14,ataxx,main,0.5,50000,200000,random,mcts,second,10,eliminated,10078123946419447764,1
ataxx.main.mcts-random.t14,ataxx,main,0.5,50000,200000,mcts,random,first,9,eliminated,17895048696233806053,1
ataxx.main.heuristic-alpha_beta.t14,ataxx,main,0.5,50000,200000,heuristic,alpha_beta,second,20,eliminated,10151204869168178779,1
ataxx.main.alpha_beta-heuristic.t14,ataxx,main,0.5,50000,200000,alpha_beta,heuristic,first,72,board_full,10019827734406442144,1
ataxx.main.heuristic-mcts.t14,ataxx,main,0.5,50000,200000,heuristic,mcts,first,80,board_full,711300087545785931,1
ataxx.main.mcts-heuristic.t14,ataxx,main,0.5,50000,200000,mcts,heuristic,second,90,board_full,1419748797265661731,1
ataxx.main.alpha_beta-mcts.t14,ataxx,main,0.5,50000,200000,alpha_beta,mcts,first,85,board_full,8605696164899118784,1
ataxx.main.mcts-alpha_beta.t14,ataxx,main,0.5,50000,200000,mcts,alpha_beta,second,74,board_full,12572895449830517855,1
ataxx.hard.random-heuristic.t14,ataxx,hard,0.1,50000,200000,random,heuristic,second,8,eliminated,14593783246747868297,1
ataxx.hard.heuristic-random.t14,ataxx,hard,0.1,50000,200000,heuristic,random,first,17,eliminated,17400348435939334046,1
ataxx.hard.random-alpha_beta.t14,ataxx,hard,0.1,50000,200000,random,alpha_beta,second,14,eliminated,16011415880692484187,1
ataxx.hard.alpha_beta-random.t14,ataxx,hard,0.1,50000,200000,alpha_beta,random,first,9,eliminated,14501862915889259834,1
ataxx.hard.random-mcts.t14,ataxx,hard,0.1,50000,200000,random,mcts,second,6,eliminated,6224103210530874506,1
ataxx.hard.mcts-random.t14,ataxx,hard,0.1,50000,200000,mcts,random,first,7,eliminated,18066351716524692814,1
ataxx.hard.heuristic-alpha_beta.t14,ataxx,hard,0.1,50000,200000,heuristic,alpha_beta,second,90,board_full,9751964138105375692,1
ataxx.hard.alpha_beta-heuristic.t14,ataxx,hard,0.1,50000,200000,alpha_beta,heuristic,first,77,board_full,10465600096750545845,1
ataxx.hard.heuristic-mcts.t14,ataxx,hard,0.1,50000,200000,heuristic,mcts,first,15,eliminated,2147527287483667598,1
ataxx.hard.mcts-heuristic.t14,ataxx,hard,0.1,50000,200000,mcts,heuristic,second,82,board_full,3246535825445010690,1
ataxx.hard.alpha_beta-mcts.t14,ataxx,hard,0.1,50000,200000,alpha_beta,mcts,first,79,board_full,8069513754237203935,1
ataxx.hard.mcts-alpha_beta.t14,ataxx,hard,0.1,50000,200000,mcts,alpha_beta,second,80,board_full,511046370427009370,1
isolation.easy.random-heuristic.t15,isolation,easy,0.5,50000,200000,random,heuristic,second,20,no_moves,11244486567262703332,1
isolation.easy.heuristic-random.t15,isolation,easy,0.5,50000,200000,heuristic,random,second,16,no_moves,13286097733407225416,1
isolation.easy.random-alpha_beta.t15,isolation,easy,0.5,50000,200000,random,alpha_beta,second,12,no_moves,12394382748166561484,1
isolation.easy.alpha_beta-random.t15,isolation,easy,0.5,50000,200000,alpha_beta,random,first,5,no_moves,9535047672604532614,1
isolation.easy.random-mcts.t15,isolation,easy,0.5,50000,200000,random,mcts,second,10,no_moves,7086435419533625505,1
isolation.easy.mcts-random.t15,isolation,easy,0.5,50000,200000,mcts,random,first,11,no_moves,10689868069584681178,1
isolation.easy.heuristic-alpha_beta.t15,isolation,easy,0.5,50000,200000,heuristic,alpha_beta,second,16,no_moves,13513511673163284917,1
isolation.easy.alpha_beta-heuristic.t15,isolation,easy,0.5,50000,200000,alpha_beta,heuristic,first,9,no_moves,16192468104475143518,1
isolation.easy.heuristic-mcts.t15,isolation,easy,0.5,50000,200000,heuristic,mcts,second,14,no_moves,8191213233365590024,1
isolation.easy.mcts-heuristic.t15,isolation,easy,0.5,50000,200000,mcts,heuristic,first,15,no_moves,9059615705041777213,1
isolation.easy.alpha_beta-mcts.t15,isolation,easy,0.5,50000,200000,alpha_beta,mcts,first,13,no_moves,8357706020267951131,1
isolation.easy.mcts-alpha_beta.t15,isolation,easy,0.5,50000,200000,mcts,alpha_beta,second,18,no_moves,1503985755235511026,1
isolation.main.random-heuristic.t15,isolation,main,0.1,50000,200000,random,heuristic,first,19,no_moves,17568158832977317013,1
isolation.main.heuristic-random.t15,isolation,main,0.1,50000,200000,heuristic,random,first,15,no_moves,9527669662561231845,1
isolation.main.random-alpha_beta.t15,isolation,main,0.1,50000,200000,random,alpha_beta,second,12,no_moves,7706049892618789398,1
isolation.main.alpha_beta-random.t15,isolation,main,0.1,50000,200000,alpha_beta,random,first,9,no_moves,3146206513228243338,1
isolation.main.random-mcts.t15,isolation,main,0.1,50000,200000,random,mcts,second,12,no_moves,10400649829229776492,1
isolation.main.mcts-random.t15,isolation,main,0.1,50000,200000,mcts,random,first,9,no_moves,3002228288287960579,1
isolation.main.heuristic-alpha_beta.t15,isolation,main,0.1,50000,200000,heuristic,alpha_beta,second,18,no_moves,17194037675449807633,1
isolation.main.alpha_beta-heuristic.t15,isolation,main,0.1,50000,200000,alpha_beta,heuristic,first,9,no_moves,12938361989415290357,1
isolation.main.heuristic-mcts.t15,isolation,main,0.1,50000,200000,heuristic,mcts,second,18,no_moves,2413255621395611017,1
isolation.main.mcts-heuristic.t15,isolation,main,0.1,50000,200000,mcts,heuristic,first,17,no_moves,3684164953235322403,1
isolation.main.alpha_beta-mcts.t15,isolation,main,0.1,50000,200000,alpha_beta,mcts,first,11,no_moves,434406571949069418,1
isolation.main.mcts-alpha_beta.t15,isolation,main,0.1,50000,200000,mcts,alpha_beta,second,12,no_moves,6350750190133002656,1
isolation.hard.random-heuristic.t15,isolation,hard,0.02,50000,200000,random,heuristic,first,19,no_moves,5641403450112066462,1
isolation.hard.heuristic-random.t15,isolation,hard,0.02,50000,200000,heuristic,random,first,13,no_moves,3038275142090451715,1
isolation.hard.random-alpha_beta.t15,isolation,hard,0.02,50000,200000,random,alpha_beta,second,10,no_moves,7729940979091788484,1
isolation.hard.alpha_beta-random.t15,isolation,hard,0.02,50000,200000,alpha_beta,random,first,5,no_moves,15294458129189837085,1
isolation.hard.random-mcts.t15,isolation,hard,0.02,50000,200000,random,mcts,second,12,no_moves,9562390533467958864,1
isolation.hard.mcts-random.t15,isolation,hard,0.02,50000,200000,mcts,random,first,19,no_moves,5075177314617297881,1
isolation.hard.heuristic-alpha_beta.t15,isolation,hard,0.02,50000,200000,heuristic,alpha_beta,second,18,no_moves,12407492945274072354,1
isolation.hard.alpha_beta-heuristic.t15,isolation,hard,0.02,50000,200000,alpha_beta,heuristic,first,9,no_moves,9980504196027890062,1
isolation.hard.heuristic-mcts.t15,isolation,hard,0.02,50000,200000,heuristic,mcts,second,18,no_moves,1031539322787100150,1
isolation.hard.mcts-heuristic.t15,isolation,hard,0.02,50000,200000,mcts,heuristic,first,15,no_moves,1705471432011260407,1
isolation.hard.alpha_beta-mcts.t15,isolation,hard,0.02,50000,200000,alpha_beta,mcts,first,9,no_moves,1850416919715958713,1
isolation.hard.mcts-alpha_beta.t15,isolation,hard,0.02,50000,200000,mcts,alpha_beta,second,8,no_moves,5653970658782421962,1
uttt.easy.random-heuristic.t15,uttt,easy,2.0,50000,200000,random,heuristic,second,32,line,8283166865112655681,1
uttt.easy.heuristic-random.t15,uttt,easy,2.0,50000,200000,heuristic,random,first,45,line,13232635174784022778,1
uttt.easy.random-alpha_beta.t15,uttt,easy,2.0,50000,200000,random,alpha_beta,second,38,line,1229543085852983552,1
uttt.easy.alpha_beta-random.t15,uttt,easy,2.0,50000,200000,alpha_beta,random,first,41,line,8826218897907452300,1
uttt.easy.random-mcts.t15,uttt,easy,2.0,50000,200000,random,mcts,second,34,line,10836474644790363583,1
uttt.easy.mcts-random.t15,uttt,easy,2.0,50000,200000,mcts,random,first,29,line,10150347573371903300,1
uttt.easy.heuristic-alpha_beta.t15,uttt,easy,2.0,50000,200000,heuristic,alpha_beta,second,40,line,7992156901920677930,1
uttt.easy.alpha_beta-heuristic.t15,uttt,easy,2.0,50000,200000,alpha_beta,heuristic,first,31,line,17121431129682234708,1
uttt.easy.heuristic-mcts.t15,uttt,easy,2.0,50000,200000,heuristic,mcts,second,42,line,9688017090527892085,1
uttt.easy.mcts-heuristic.t15,uttt,easy,2.0,50000,200000,mcts,heuristic,first,27,line,14947551865835867669,1
uttt.easy.alpha_beta-mcts.t15,uttt,easy,2.0,50000,200000,alpha_beta,mcts,first,45,line,4820673475250033637,1
uttt.easy.mcts-alpha_beta.t15,uttt,easy,2.0,50000,200000,mcts,alpha_beta,first,45,line,2417297666555617246,1
uttt.main.random-heuristic.t15,uttt,main,0.5,50000,200000,random,heuristic,second,36,line,12854115958063888961,1
uttt.main.heuristic-random.t15,uttt,main,0.5,50000,200000,heuristic,random,first,39,line,4280736171065965168,1
uttt.main.random-alpha_beta.t15,uttt,main,0.5,50000,200000,random,alpha_beta,second,32,line,13773157066964290493,1
uttt.main.alpha_beta-random.t15,uttt,main,0.5,50000,200000,alpha_beta,random,first,37,line,13650376084622705989,1
uttt.main.random-mcts.t15,uttt,main,0.5,50000,200000,random,mcts,second,44,line,1703034417608062405,1
uttt.main.mcts-random.t15,uttt,main,0.5,50000,200000,mcts,random,first,31,line,10232303011974891015,1
uttt.main.heuristic-alpha_beta.t15,uttt,main,0.5,50000,200000,heuristic,alpha_beta,second,38,line,17284054699567843446,1
uttt.main.alpha_beta-heuristic.t15,uttt,main,0.5,50000,200000,alpha_beta,heuristic,first,41,line,10180940206407153026,1
uttt.main.heuristic-mcts.t15,uttt,main,0.5,50000,200000,heuristic,mcts,second,22,line,17547674763607899198,1
uttt.main.mcts-heuristic.t15,uttt,main,0.5,50000,200000,mcts,heuristic,first,27,line,11735492252053947685,1
uttt.main.alpha_beta-mcts.t15,uttt,main,0.5,50000,200000,alpha_beta,mcts,second,42,line,4816416139363542453,1
uttt.main.mcts-alpha_beta.t15,uttt,main,0.5,50000,200000,mcts,alpha_beta,second,42,line,14973187252193966398,1
uttt.hard.random-heuristic.t15,uttt,hard,0.1,50000,200000,random,heuristic,second,40,line,12913551910179550701,1
uttt.hard.heuristic-random.t15,uttt,hard,0.1,50000,200000,heuristic,random,first,37,line,334310039914684450,1
uttt.hard.random-alpha_beta.t15,uttt,hard,0.1,50000,200000,random,alpha_beta,second,42,line,3721370401597919296,1
uttt.hard.alpha_beta-random.t15,uttt,hard,0.1,50000,200000,alpha_beta,random,first,31,line,13386096117633195927,1
uttt.hard.random-mcts.t15,uttt,hard,0.1,50000,200000,random,mcts,second,34,line,16330251418417743481,1
uttt.hard.mcts-random.t15,uttt,hard,0.1,50000,200000,mcts,random,first,31,line,18420922546273159083,1
uttt.hard.heuristic-alpha_beta.t15,uttt,hard,0.1,50000,200000,heuristic,alpha_beta,second,22,line,8643731205210950875,1
uttt.hard.alpha_beta-heuristic.t15,uttt,hard,0.1,50000,200000,alpha_beta,heuristic,first,41,line,14667865765371738601,1
uttt.hard.heuristic-mcts.t15,uttt,hard,0.1,50000,200000,heuristic,mcts,second,46,line,17090648193668371410,1
uttt.hard.mcts-heuristic.t15,uttt,hard,0.1,50000,200000,mcts,heuristic,first,35,line,2224826526522392679,1
uttt.hard.alpha_beta-mcts.t15,uttt,hard,0.1,50000,200000,alpha_beta,mcts,first,41,line,3090623268500228984,1
uttt.hard.mcts-alpha_beta.t15,uttt,hard,0.1,50000,200000,mcts,alpha_beta,draw,49,early_draw,16659015169334693654,1
ataxx.easy.random-heuristic.t15,ataxx,easy,2.0,50000,200000,random,heuristic,second,10,eliminated,2143470673224355381,1
ataxx.easy.heuristic-random.t15,ataxx,easy,2.0,50000,200000,heuristic,random,first,17,eliminated,9261871345661289793,1
ataxx.easy.random-alpha_beta.t15,ataxx,easy,2.0,50000,200000,random,alpha_beta,second,8,eliminated,685051486540488273,1
ataxx.easy.alpha_beta-random.t15,ataxx,easy,2.0,50000,200000,alpha_beta,random,first,7,eliminated,10789613115024131736,1
ataxx.easy.random-mcts.t15,ataxx,easy,2.0,50000,200000,random,mcts,second,10,eliminated,13634014546062259333,1
ataxx.easy.mcts-random.t15,ataxx,easy,2.0,50000,200000,mcts,random,first,9,eliminated,6827451194774607722,1
ataxx.easy.heuristic-alpha_beta.t15,ataxx,easy,2.0,50000,200000,heuristic,alpha_beta,second,70,board_full,12967492986970665527,1
ataxx.easy.alpha_beta-heuristic.t15,ataxx,easy,2.0,50000,200000,alpha_beta,heuristic,first,66,board_full,2618838597156631320,1
ataxx.easy.heuristic-mcts.t15,ataxx,easy,2.0,50000,200000,heuristic,mcts,first,85,board_full,15005079028647611832,1
ataxx.easy.mcts-heuristic.t15,ataxx,easy,2.0,50000,200000,mcts,heuristic,first,21,eliminated,9677208757801314718,1
ataxx.easy.alpha_beta-mcts.t15,ataxx,easy,2.0,50000,200000,alpha_beta,mcts,first,81,board_full,1319184802156241099,1
ataxx.easy.mcts-alpha_beta.t15,ataxx,easy,2.0,50000,200000,mcts,alpha_beta,second,78,board_full,3078799361673345718,1
ataxx.main.random-heuristic.t15,ataxx,main,0.5,50000,200000,random,heuristic,second,6,eliminated,3268860446135175895,1
ataxx.main.heuristic-random.t15,ataxx,main,0.5,50000,200000,heuristic,random,first,17,eliminated,12544522468447421112,1
ataxx.main.random-alpha_beta.t15,ataxx,main,0.5,50000,200000,random,alpha_beta,second,8,eliminated,16871580519112113727,1
ataxx.main.alpha_beta-random.t15,ataxx,main,0.5,50000,200000,alpha_beta,random,first,15,eliminated,11931302883900963781,1
ataxx.main.random-mcts.t15,ataxx,main,0.5,50000,200000,random,mcts,second,14,eliminated,2496830004493102371,1
ataxx.main.mcts-random.t15,ataxx,main,0.5,50000,200000,mcts,random,first,9,eliminated,8042414140838502050,1
ataxx.main.heuristic-alpha_beta.t15,ataxx,main,0.5,50000,200000,heuristic,alpha_beta,second,68,board_full,9664242897182874303,1
ataxx.main.alpha_beta-heuristic.t15,ataxx,main,0.5,50000,200000,alpha_beta,heuristic,first,77,board_full,8490010995196313921,1
ataxx.main.heuristic-mcts.t15,ataxx,main,0.5,50000,200000,heuristic,mcts,first,71,board_full,15462484587247155962,1
ataxx.main.mcts-heuristic.t15,ataxx,main,0.5,50000,200000,mcts,heuristic,second,96,board_full,2712260379446147760,1
ataxx.main.alpha_beta-mcts.t15,ataxx,main,0.5,50000,200000,alpha_beta,mcts,first,17,eliminated,9604794705197642965,1
ataxx.main.mcts-alpha_beta.t15,ataxx,main,0.5,50000,200000,mcts,alpha_beta,second,80,board_full,13940389606889899151,1
ataxx.hard.random-heuristic.t15,ataxx,hard,0.1,50000,200000,random,heuristic,second,8,eliminated,17276660238753526254,1
ataxx.hard.heuristic-random.t15,ataxx,hard,0.1,50000,200000,heuristic,random,first,19,eliminated,3223450057810924146,1
ataxx.hard.random-alpha_beta.t15,ataxx,hard,0.1,50000,200000,random,alpha_beta,second,14,eliminated,7572474173617414089,1
ataxx.hard.alpha_beta-random.t15,ataxx,hard,0.1,50000,200000,alpha_beta,random,first,7,eliminated,12305568964215361205,1
ataxx.hard.random-mcts.t15,ataxx,hard,0.1,50000,200000,random,mcts,second,8,eliminated,2570188274940367039,1
ataxx.hard.mcts-random.t15,ataxx,hard,0.1,50000,200000,mcts,random,first,145,board_full,547793802897983348,1
ataxx.hard.heuristic-alpha_beta.t15,ataxx,hard,0.1,50000,200000,heuristic,alpha_beta,second,68,board_full,12657819466415620460,1
ataxx.hard.alpha_beta-heuristic.t15,ataxx,hard,0.1,50000,200000,alpha_beta,heuristic,first,80,board_full,16355102581716630946,1
ataxx.hard.heuristic-mcts.t15,ataxx,hard,0.1,50000,200000,heuristic,mcts,first,83,board_full,8643662135281722226,1
ataxx.hard.mcts-heuristic.t15,ataxx,hard,0.1,50000,200000,mcts,heuristic,first,17,eliminated,9916528342838776104,1
ataxx.hard.alpha_beta-mcts.t15,ataxx,hard,0.1,50000,200000,alpha_beta,mcts,first,91,board_full,8139377885511726400,1
ataxx.hard.mcts-alpha_beta.t15,ataxx,hard,0.1,50000,200000,mcts,alpha_beta,second,84,board_full,8909460870226147599,1
isolation.easy.random-heuristic.t16,isolation,easy,0.5,50000,200000,random,heuristic,first,17,no_moves,13019991892821290320,1
isolation.easy.heuristic-random.t16,isolation,easy,0.5,50000,200000,heuristic,random,first,19,no_moves,12968048114620952000,1
isolation.easy.random-alpha_beta.t16,isolation,easy,0.5,50000,200000,random,alpha_beta,second,10,no_moves,16058820140272607639,1
isolation.easy.alpha_beta-random.t16,isolation,easy,0.5,50000,200000,alpha_beta,random,first,9,no_moves,11151654688771689123,1
isolation.easy.random-mcts.t16,isolation,easy,0.5,50000,200000,random,mcts,second,10,no_moves,9735733628103698186,1
isolation.easy.mcts-random.t16,isolation,easy,0.5,50000,200000,mcts,random,first,17,no_moves,13816950101753383533,1
isolation.easy.heuristic-alpha_beta.t16,isolation,easy,0.5,50000,200000,heuristic,alpha_beta,second,16,no_moves,890857939788981352,1
isolation.easy.alpha_beta-heuristic.t16,isolation,easy,0.5,50000,200000,alpha_beta,heuristic,first,9,no_moves,14914273794463459196,1
isolation.easy.heuristic-mcts.t16,isolation,easy,0.5,50000,200000,heuristic,mcts,first,21,no_moves,17972401420834869497,1
isolation.easy.mcts-heuristic.t16,isolation,easy,0.5,50000,200000,mcts,heuristic,first,11,no_moves,13400234807152311885,1
isolation.easy.alpha_beta-mcts.t16,isolation,easy,0.5,50000,200000,alpha_beta,mcts,first,13,no_moves,9964537831980503327,1
isolation.easy.mcts-alpha_beta.t16,isolation,easy,0.5,50000,200000,mcts,alpha_beta,second,22,no_moves,12347091824158707581,1
isolation.main.random-heuristic.t16,isolation,main,0.1,50000,200000,random,heuristic,second,16,no_moves,17741819999583012614,1
isolation.main.heuristic-random.t16,isolation,main,0.1,50000,200000,heuristic,random,second,18,no_moves,17525216114267857255,1
isolation.main.random-alpha_beta.t16,isolation,main,0.1,50000,200000,random,alpha_beta,second,8,no_moves,6591907633302505905,1
isolation.main.alpha_beta-random.t16,isolation,main,0.1,50000,200000,alpha_beta,random,first,13,no_moves,13574327339833306085,1
isolation.main.random-mcts.t16,isolation,main,0.1,50000,200000,random,mcts,second,12,no_moves,8522299787067647191,1
isolation.main.mcts-random.t16,isolation,main,0.1,50000,200000,mcts,random,first,19,no_moves,15260280706239360925,1
isolation.main.heuristic-alpha_beta.t16,isolation,main,0.1,50000,200000,heuristic,alpha_beta,second,20,no_moves,18143828275152901591,1
isolation.main.alpha_beta-heuristic.t16,isolation,main,0.1,50000,200000,alpha_beta,heuristic,first,9,no_moves,10274391236674410432,1
isolation.main.heuristic-mcts.t16,isolation,main,0.1,50000,200000,heuristic,mcts,second,16,no_moves,15381404064346739210,1
isolation.main.mcts-heuristic.t16,isolation,main,0.1,50000,200000,mcts,heuristic,first,17,no_moves,10257722146633820743,1
isolation.main.alpha_beta-mcts.t16,isolation,main,0.1,50000,200000,alpha_beta,mcts,first,11,no_moves,3780357502146605147,1
isolation.main.mcts-alpha_beta.t16,isolation,main,0.1,50000,200000,mcts,alpha_beta,first,21,no_moves,12310032720238924659,1
isolation.hard.random-heuristic.t16,isolation,hard,0.02,50000,200000,random,heuristic,second,12,no_moves,1657513702144618617,1
isolation.hard.heuristic-random.t16,isolation,hard,0.02,50000,200000,heuristic,random,first,11,no_moves,6559842408122449044,1
isolation.hard.random-alpha_beta.t16,isolation,hard,0.02,50000,200000,random,alpha_beta,second,10,no_moves,790895386678275242,1
isolation.hard.alpha_beta-random.t16,isolation,hard,0.02,50000,200000,alpha_beta,random,first,9,no_moves,5373858125571475270,1
isolation.hard.random-mcts.t16,isolation,hard,0.02,50000,200000,random,mcts,second,14,no_moves,12118887705862987548,1
isolation.hard.mcts-random.t16,isolation,hard,0.02,50000,200000,mcts,random,first,15,no_moves,3354853767702666711,1
isolation.hard.heuristic-alpha_beta.t16,isolation,hard,0.02,50000,200000,heuristic,alpha_beta,second,18,no_moves,6400671340709003521,1
isolation.hard.alpha_beta-heuristic.t16,isolation,hard,0.02,50000,200000,alpha_beta,heuristic,first,9,no_moves,4635907762914755946,1
isolation.hard.heuristic-mcts.t16,isolation,hard,0.02,50000,200000,heuristic,mcts,first,21,no_moves,10672744221988386268,1
isolation.hard.mcts-heuristic.t16,isolation,hard,0.02,50000,200000,mcts,heuristic,first,11,no_moves,17558348422147207039,1
isolation.hard.alpha_beta-mcts.t16,isolation,hard,0.02,50000,200000,alpha_beta,mcts,first,11,no_moves,2235120455597827060,1
isolation.hard.mcts-alpha_beta.t16,isolation,hard,0.02,50000,200000,mcts,alpha_beta,second,8,no_moves,7400389883611376946,1
uttt.easy.random-heuristic.t16,uttt,easy,2.0,50000,200000,random,heuristic,second,38,line,14977043905947739077,1
uttt.easy.heuristic-random.t16,uttt,easy,2.0,50000,200000,heuristic,random,first,35,line,18162194348535935297,1
uttt.easy.random-alpha_beta.t16,uttt,easy,2.0,50000,200000,random,alpha_beta,second,30,line,10702064459720736496,1
uttt.easy.alpha_beta-random.t16,uttt,easy,2.0,50000,200000,alpha_beta,random,first,35,line,5977773235277492403,1
uttt.easy.random-mcts.t16,uttt,easy,2.0,50000,200000,random,mcts,second,40,line,5876603562173224708,1
uttt.easy.mcts-random.t16,uttt,easy,2.0,50000,200000,mcts,random,first,37,line,9394279307932961910,1
uttt.easy.heuristic-alpha_beta.t16,uttt,easy,2.0,50000,200000,heuristic,alpha_beta,second,32,line,11111650688861594067,1
uttt.easy.alpha_beta-heuristic.t16,uttt,easy,2.0,50000,200000,alpha_beta,heuristic,first,37,line,5884201229092406968,1
uttt.easy.heuristic-mcts.t16,uttt,easy,2.0,50000,200000,heuristic,mcts,second,32,line,5691935164721630753,1
uttt.easy.mcts-heuristic.t16,uttt,easy,2.0,50000,200000,mcts,heuristic,first,33,line,14161630472863013271,1
uttt.easy.alpha_beta-mcts.t16,uttt,easy,2.0,50000,200000,alpha_beta,mcts,draw,53,early_draw,17599522153899655669,1
uttt.easy.mcts-alpha_beta.t16,uttt,easy,2.0,50000,200000,mcts,alpha_beta,first,47,line,9867979363602627817,1
uttt.main.random-heuristic.t16,uttt,main,0.5,50000,200000,random,heuristic,second,38,line,9013624861819613660,1
uttt.main.heuristic-random.t16,uttt,main,0.5,50000,200000,heuristic,random,first,37,line,13433382791185837661,1
uttt.main.random-alpha_beta.t16,uttt,main,0.5,50000,200000,random,alpha_beta,second,38,line,5507300881622284823,1
uttt.main.alpha_beta-random.t16,uttt,main,0.5,50000,200000,alpha_beta,random,first,29,line,13437583775579806356,1
uttt.main.random-mcts.t16,uttt,main,0.5,50000,200000,random,mcts,second,30,line,6556074076935846652,1
uttt.main.mcts-random.t16,uttt,main,0.5,50000,200000,mcts,random,first,29,line,11326337670734544851,1
uttt.main.heuristic-alpha_beta.t16,uttt,main,0.5,50000,200000,heuristic,alpha_beta,second,34,line,843207894220943200,1
uttt.main.alpha_beta-heuristic.t16,uttt,main,0.5,50000,200000,alpha_beta,heuristic,first,39,line,5987247222554252761,1
uttt.main.heuristic-mcts.t16,uttt,main,0.5,50000,200000,heuristic,mcts,second,26,line,14728050116567044977,1
uttt.main.mcts-heuristic.t16,uttt,main,0.5,50000,200000,mcts,heuristic,first,29,line,18264961493417199714,1
uttt.main.alpha_beta-mcts.t16,uttt,main,0.5,50000,200000,alpha_beta,mcts,first,49,line,24101575608224883,1
uttt.main.mcts-alpha_beta.t16,uttt,main,0.5,50000,200000,mcts,alpha_beta,second,50,line,11222220053392625329,1
uttt.hard.random-heuristic.t16,uttt,hard,0.1,50000,200000,random,heuristic,draw,55,early_draw,7675511711053008642,1
uttt.hard.heuristic-random.t16,uttt,hard,0.1,50000,200000,heuristic,random,first,37,line,3435235976680666274,1
uttt.hard.random-alpha_beta.t16,uttt,hard,0.1,50000,200000,random,alpha_beta,second,44,line,3473934655271468845,1
uttt.hard.alpha_beta-random.t16,uttt,hard,0.1,50000,200000,alpha_beta,random,first,37,line,14722133470573282246,1
uttt.hard.random-mcts.t16,uttt,hard,0.1,50000,200000,random,mcts,second,32,line,12392202854733514436,1
uttt.hard.mcts-random.t16,uttt,hard,0.1,50000,200000,mcts,random,first,39,line,2398722418784134287,1
uttt.hard.heuristic-alpha_beta.t16,uttt,hard,0.1,50000,200000,heuristic,alpha_beta,second,38,line,4647929739304969609,1
uttt.hard.alpha_beta-heuristic.t16,uttt,hard,0.1,50000,200000,alpha_beta,heuristic,first,31,line,5936634776119132859,1
uttt.hard.heuristic-mcts.t16,uttt,hard,0.1,50000,200000,heuristic,mcts,second,32,line,2847191980378297167,1
uttt.hard.mcts-heuristic.t16,uttt,hard,0.1,50000,200000,mcts,heuristic,first,29,line,2092730952748729321,1
uttt.hard.alpha_beta-mcts.t16,uttt,hard,0.1,50000,200000,alpha_beta,mcts,draw,56,early_draw,15515538157368727715,1
uttt.hard.mcts-alpha_beta.t16,uttt,hard,0.1,50000,200000,mcts,alpha_beta,second,44,line,13172985426434597393,1
ataxx.easy.random-heuristic.t16,ataxx,easy,2.0,50000,200000,random,heuristic,second,14,eliminated,6085521006221998428,1
ataxx.easy.heuristic-random.t16,ataxx,easy,2.0,50000,200000,heuristic,random,first,9,eliminated,9598872558614922700,1
ataxx.easy.random-alpha_beta.t16,ataxx,easy,2.0,50000,200000,random,alpha_beta,second,6,eliminated,16614495066881340554,1
ataxx.easy.alpha_beta-random.t16,ataxx,easy,2.0,50000,200000,alpha_beta,random,first,7,eliminated,3568887610079834549,1
ataxx.easy.random-mcts.t16,ataxx,easy,2.0,50000,200000,random,mcts,second,10,eliminated,11468490490459118723,1
ataxx.easy.mcts-random.t16,ataxx,easy,2.0,50000,200000,mcts,random,first,11,eliminated,634268798397837668,1
