game_id,ply,agent,side,tag,elapsed_s,nodes,simulations,depth,move,legal_move_count,tt_lookups,tt_hits,tt_size,mcts_tree_nodes,mcts_reused_nodes
isolation.main.mcts-heuristic.t23,8,mcts,0,time-limited,0.100010,,36606,,e1,3,,,,8,8
isolation.main.mcts-heuristic.t23,9,heuristic,1,normal,0.000014,1,,,e3,1,,,,,
isolation.main.mcts-heuristic.t23,10,mcts,0,time-limited,0.100017,,58993,,d1,1,,,,2,2
isolation.main.alpha_beta-mcts.t23,0,alpha_beta,0,time-limited,0.100054,20840,,7,c2,11,6185,1827,4358,,
isolation.main.alpha_beta-mcts.t23,1,mcts,1,time-limited,0.100021,,3261,,a1,8,,,,3256,0
isolation.main.alpha_beta-mcts.t23,2,alpha_beta,0,time-limited,0.100058,23351,,8,c3,12,10114,3512,10957,,
isolation.main.alpha_beta-mcts.t23,3,mcts,1,time-limited,0.100015,,3297,,a5,6,,,,3323,48
isolation.main.alpha_beta-mcts.t23,4,alpha_beta,0,normal,0.088749,21765,,9,c4,11,10385,4938,16404,,
isolation.main.alpha_beta-mcts.t23,5,mcts,1,time-limited,0.100013,,6895,,a2,5,,,,3612,104
isolation.main.alpha_beta-mcts.t23,6,alpha_beta,0,normal,0.005566,1354,,6,a4,9,664,306,16762,,
isolation.main.alpha_beta-mcts.t23,7,mcts,1,time-limited,0.100014,,20580,,b2,4,,,,189,79
isolation.main.alpha_beta-mcts.t23,8,alpha_beta,0,normal,0.000137,26,,3,b3,4,12,7,16767,,
isolation.main.alpha_beta-mcts.t23,9,mcts,1,time-limited,0.100009,,38904,,a3,2,,,,9,9
isolation.main.alpha_beta-mcts.t23,10,alpha_beta,0,normal,0.000019,2,,1,b4,2,0,0,16767,,
isolation.main.mcts-alpha_beta.t23,0,mcts,0,time-limited,0.100014,,3003,,b5,11,,,,3004,0
isolation.main.mcts-alpha_beta.t23,1,alpha_beta,1,time-limited,0.100052,21049,,6,c4,11,5998,1302,4694,,
isolation.main.mcts-alpha_beta.t23,2,mcts,0,time-limited,0.100019,,3050,,b1,6,,,,3085,35
isolation.main.mcts-alpha_beta.t23,3,alpha_beta,1,time-limited,0.100040,22823,,8,c2,11,9191,3740,10142,,
isolation.main.mcts-alpha_beta.t23,4,mcts,0,time-limited,0.100019,,3784,,a1,5,,,,3865,91
isolation.main.mcts-alpha_beta.t23,5,alpha_beta,1,normal,0.069787,18211,,9,b2,10,7980,4221,13901,,
isolation.main.mcts-alpha_beta.t23,6,mcts,0,time-limited,0.100010,,4559,,a2,4,,,,4533,255
isolation.main.mcts-alpha_beta.t23,7,alpha_beta,1,normal,0.000889,217,,5,b3,6,133,126,13908,,
isolation.main.mcts-alpha_beta.t23,8,mcts,0,time-limited,0.100016,,12299,,a5,3,,,,4725,271
isolation.main.mcts-alpha_beta.t23,9,alpha_beta,1,normal,0.000080,12,,2,b4,6,6,6,13908,,
isolation.main.mcts-alpha_beta.t23,10,mcts,0,time-limited,0.100015,,24582,,a4,2,,,,59,59
isolation.main.mcts-alpha_beta.t23,11,alpha_beta,1,normal,0.000039,4,,1,a3,4,0,0,13908,,
isolation.hard.random-heuristic.t23,0,random,0,normal,0.000009,1,,,c4,11,,,,,
isolation.hard.random-heuristic.t23,1,heuristic,1,normal,0.000072,10,,,c3,10,,,,,
isolation.hard.random-heuristic.t23,2,random,0,normal,0.000003,1,,,b5,10,,,,,
isolation.hard.random-heuristic.t23,3,heuristic,1,normal,0.000086,13,,,b2,13,,,,,
isolation.hard.random-heuristic.t23,4,random,0,normal,0.000002,1,,,b4,4,,,,,
isolation.hard.random-heuristic.t23,5,heuristic,1,normal,0.000043,8,,,c2,8,,,,,
isolation.hard.random-heuristic.t23,6,random,0,normal,0.000002,1,,,a5,4,,,,,
isolation.hard.random-heuristic.t23,7,heuristic,1,normal,0.000036,8,,,a4,8,,,,,
isolation.hard.heuristic-random.t23,0,heuristic,0,normal,0.000077,11,,,c3,11,,,,,
isolation.hard.heuristic-random.t23,1,random,1,normal,0.000004,1,,,c2,9,,,,,
isolation.hard.heuristic-random.t23,2,heuristic,0,normal,0.000076,13,,,d3,13,,,,,
isolation.hard.heuristic-random.t23,3,random,1,normal,0.000003,1,,,b1,8,,,,,
isolation.hard.heuristic-random.t23,4,heuristic,0,normal,0.000045,9,,,e4,9,,,,,
isolation.hard.heuristic-random.t23,5,random,1,normal,0.000002,1,,,a1,6,,,,,
isolation.hard.heuristic-random.t23,6,heuristic,0,normal,0.000043,9,,,a4,9,,,,,
isolation.hard.heuristic-random.t23,7,random,1,normal,0.000002,1,,,a2,3,,,,,
isolation.hard.heuristic-random.t23,8,heuristic,0,normal,0.000036,7,,,b3,7,,,,,
isolation.hard.heuristic-random.t23,9,random,1,normal,0.000002,1,,,a3,2,,,,,
isolation.hard.heuristic-random.t23,10,heuristic,0,normal,0.000024,5,,,b4,5,,,,,
isolation.hard.heuristic-random.t23,11,random,1,normal,0.000002,1,,,b2,1,,,,,
isolation.hard.heuristic-random.t23,12,heuristic,0,normal,0.000012,4,,,d4,4,,,,,
isolation.hard.random-alpha_beta.t23,0,random,0,normal,0.000004,1,,,e5,11,,,,,
isolation.hard.random-alpha_beta.t23,1,alpha_beta,1,time-limited,0.020167,3706,,5,c3,11,897,182,715,,
isolation.hard.random-alpha_beta.t23,2,random,0,normal,0.000008,1,,,d5,6,,,,,
isolation.hard.random-alpha_beta.t23,3,alpha_beta,1,time-limited,0.020009,4282,,5,c4,13,1334,299,1750,,
isolation.hard.random-alpha_beta.t23,4,random,0,normal,0.000015,1,,,d3,5,,,,,
isolation.hard.random-alpha_beta.t23,5,alpha_beta,1,time-limited,0.020017,4888,,7,b5,7,2312,968,3094,,
isolation.hard.random-alpha_beta.t23,6,random,0,normal,0.000005,1,,,d1,8,,,,,
isolation.hard.random-alpha_beta.t23,7,alpha_beta,1,time-limited,0.020025,5431,,8,b3,6,3206,1632,4667,,
isolation.hard.random-alpha_beta.t23,8,random,0,normal,0.000004,1,,,d2,4,,,,,
isolation.hard.random-alpha_beta.t23,9,alpha_beta,1,normal,0.016844,4974,,11,c2,7,3394,2242,5819,,
isolation.hard.random-alpha_beta.t23,10,random,0,normal,0.000004,1,,,e3,3,,,,,
isolation.hard.random-alpha_beta.t23,11,alpha_beta,1,normal,0.000557,166,,5,b2,3,81,47,5853,,
isolation.hard.random-alpha_beta.t23,12,random,0,normal,0.000003,1,,,e1,4,,,,,
isolation.hard.random-alpha_beta.t23,13,alpha_beta,1,normal,0.000114,37,,3,a3,4,12,7,5858,,
isolation.hard.random-alpha_beta.t23,14,random,0,normal,0.000002,1,,,e2,1,,,,,
isolation.hard.random-alpha_beta.t23,15,alpha_beta,1,normal,0.000014,5,,1,a4,5,0,0,5858,,
isolation.hard.alpha_beta-random.t23,0,alpha_beta,0,time-limited,0.020072,4090,,5,c2,11,1228,339,888,,
isolation.hard.alpha_beta-random.t23,1,random,1,normal,0.000008,1,,,d1,8,,,,,
isolation.hard.alpha_beta-random.t23,2,alpha_beta,0,time-limited,0.020062,4505,,6,d2,11,1775,617,2045,,
isolation.hard.alpha_beta-random.t23,3,random,1,normal,0.000006,1,,,e1,2,,,,,
isolation.hard.alpha_beta-random.t23,4,alpha_beta,0,normal,0.000044,8,,1,e2,8,0,0,2045,,
isolation.hard.random-mcts.t23,0,random,0,normal,0.000006,1,,,e5,11,,,,,
isolation.hard.random-mcts.t23,1,mcts,1,time-limited,0.020010,,608,,c2,11,,,,609,0
isolation.hard.random-mcts.t23,2,random,0,normal,0.000004,1,,,d4,9,,,,,
isolation.hard.random-mcts.t23,3,mcts,1,time-limited,0.020012,,700,,b3,12,,,,707,7
isolation.hard.random-mcts.t23,4,random,0,normal,0.000004,1,,,e3,12,,,,,
isolation.hard.random-mcts.t23,5,mcts,1,time-limited,0.020014,,896,,d3,11,,,,876,5
isolation.hard.random-mcts.t23,6,random,0,normal,0.000004,1,,,d2,4,,,,,
isolation.hard.random-mcts.t23,7,mcts,1,time-limited,0.020009,,2373,,c3,5,,,,1179,45
isolation.hard.random-mcts.t23,8,random,0,normal,0.000004,1,,,d1,3,,,,,
isolation.hard.random-mcts.t23,9,mcts,1,time-limited,0.020003,,4035,,c4,5,,,,326,326
isolation.hard.random-mcts.t23,10,random,0,normal,0.000004,1,,,e1,2,,,,,
isolation.hard.random-mcts.t23,11,mcts,1,time-limited,0.020007,,5965,,d5,4,,,,23,23
isolation.hard.random-mcts.t23,12,random,0,normal,0.000005,1,,,e2,1,,,,,
isolation.hard.random-mcts.t23,13,mcts,1,time-limited,0.020005,,10346,,e4,1,,,,2,2
isolation.hard.mcts-random.t23,0,mcts,0,time-limited,0.020011,,626,,c3,11,,,,627,0
isolation.hard.mcts-random.t23,1,random,1,normal,0.000004,1,,,a3,9,,,,,
isolation.hard.mcts-random.t23,2,mcts,0,time-limited,0.020011,,691,,a5,13,,,,699,8
isolation.hard.mcts-random.t23,3,random,1,normal,0.000004,1,,,b2,6,,,,,
isolation.hard.mcts-random.t23,4,mcts,0,time-limited,0.020006,,782,,b5,3,,,,793,12
isolation.hard.mcts-random.t23,5,random,1,normal,0.000006,1,,,b4,8,,,,,
isolation.hard.mcts-random.t23,6,mcts,0,time-limited,0.020009,,1020,,c4,4,,,,941,30
isolation.hard.mcts-random.t23,7,random,1,normal,0.000004,1,,,b3,2,,,,,
isolation.hard.mcts-random.t23,8,mcts,0,time-limited,0.020011,,1493,,d3,5,,,,1499,441
isolation.hard.mcts-random.t23,9,random,1,normal,0.000004,1,,,a2,4,,,,,
isolation.hard.mcts-random.t23,10,mcts,0,time-limited,0.022245,,823,,b1,9,,,,448,181
isolation.hard.mcts-random.t23,11,random,1,normal,0.000007,1,,,a1,1,,,,,
isolation.hard.mcts-random.t23,12,mcts,0,time-limited,0.020005,,12470,,c2,1,,,,2,2
isolation.hard.heuristic-alpha_beta.t23,0,heuristic,0,normal,0.000078,11,,,c3,11,,,,,
isolation.hard.heuristic-alpha_beta.t23,1,alpha_beta,1,time-limited,0.020032,4458,,5,b1,9,1171,249,919,,
isolation.hard.heuristic-alpha_beta.t23,2,heuristic,0,normal,0.000082,14,,,b3,14,,,,,
isolation.hard.heuristic-alpha_beta.t23,3,alpha_beta,1,time-limited,0.020204,4697,,6,e4,6,1637,456,2099,,
isolation.hard.heuristic-alpha_beta.t23,4,heuristic,0,normal,0.000068,10,,,c4,10,,,,,
isolation.hard.heuristic-alpha_beta.t23,5,alpha_beta,1,time-limited,0.020048,5047,,8,e2,8,2532,1150,3481,,
isolation.hard.heuristic-alpha_beta.t23,6,heuristic,0,normal,0.000044,6,,,d3,6,,,,,
isolation.hard.heuristic-alpha_beta.t23,7,alpha_beta,1,normal,0.011442,3385,,11,c2,7,2362,1736,4107,,
isolation.hard.heuristic-alpha_beta.t23,8,heuristic,0,normal,0.000037,5,,,d2,5,,,,,
isolation.hard.heuristic-alpha_beta.t23,9,alpha_beta,1,normal,0.000054,9,,2,b2,3,3,3,4107,,
isolation.hard.heuristic-alpha_beta.t23,10,heuristic,0,normal,0.000020,3,,,d1,3,,,,,
isolation.hard.heuristic-alpha_beta.t23,11,alpha_beta,1,normal,0.000091,28,,3,a3,3,9,7,4109,,
isolation.hard.heuristic-alpha_beta.t23,12,heuristic,0,normal,0.000009,1,,,e1,1,,,,,
isolation.hard.heuristic-alpha_beta.t23,13,alpha_beta,1,normal,0.000014,5,,1,a4,5,0,0,4109,,
isolation.hard.alpha_beta-heuristic.t23,0,alpha_beta,0,time-limited,0.020019,4154,,5,c2,11,1255,344,909,,
isolation.hard.alpha_beta-heuristic.t23,1,heuristic,1,normal,0.000057,8,,,b2,8,,,,,
isolation.hard.alpha_beta-heuristic.t23,2,alpha_beta,0,time-limited,0.020067,4649,,6,c3,10,1649,568,1990,,
isolation.hard.alpha_beta-heuristic.t23,3,heuristic,1,normal,0.000051,7,,,b4,7,,,,,
isolation.hard.alpha_beta-heuristic.t23,4,alpha_beta,0,time-limited,0.020024,5048,,7,c4,9,2119,872,3236,,
isolation.hard.alpha_beta-heuristic.t23,5,heuristic,1,normal,0.000037,5,,,a4,5,,,,,
isolation.hard.alpha_beta-heuristic.t23,6,alpha_beta,0,normal,0.003125,732,,5,a2,8,298,132,3402,,
isolation.hard.alpha_beta-heuristic.t23,7,heuristic,1,normal,0.000023,4,,,a3,4,,,,,
isolation.hard.alpha_beta-heuristic.t23,8,alpha_beta,0,normal,0.000017,3,,1,b3,3,0,0,3402,,
isolation.hard.heuristic-mcts.t23,0,heuristic,0,normal,0.000073,11,,,c3,11,,,,,
isolation.hard.heuristic-mcts.t23,1,mcts,1,time-limited,0.020010,,652,,d1,9,,,,653,0
isolation.hard.heuristic-mcts.t23,2,heuristic,0,normal,0.000080,14,,,d3,14,,,,,
isolation.hard.heuristic-mcts.t23,3,mcts,1,time-limited,0.020016,,753,,b3,6,,,,758,5
isolation.hard.heuristic-mcts.t23,4,heuristic,0,normal,0.000066,10,,,e4,10,,,,,
isolation.hard.heuristic-mcts.t23,5,mcts,1,time-limited,0.020014,,781,,b4,10,,,,802,25
isolation.hard.heuristic-mcts.t23,6,heuristic,0,normal,0.000050,7,,,e2,7,,,,,
isolation.hard.heuristic-mcts.t23,7,mcts,1,time-limited,0.020014,,1064,,a5,6,,,,1078,17
isolation.hard.heuristic-mcts.t23,8,heuristic,0,normal,0.000036,6,,,a2,6,,,,,
isolation.hard.heuristic-mcts.t23,9,mcts,1,time-limited,0.020008,,2062,,b5,3,,,,822,50
isolation.hard.heuristic-mcts.t23,10,heuristic,0,normal,0.000042,7,,,b2,7,,,,,
isolation.hard.heuristic-mcts.t23,11,mcts,1,time-limited,0.020003,,3728,,c4,2,,,,120,48
isolation.hard.heuristic-mcts.t23,12,heuristic,0,normal,0.000039,5,,,d2,5,,,,,
isolation.hard.heuristic-mcts.t23,13,mcts,1,time-limited,0.020005,,5412,,d5,2,,,,39,20
isolation.hard.heuristic-mcts.t23,14,heuristic,0,normal,0.000018,3,,,c2,3,,,,,
isolation.hard.heuristic-mcts.t23,15,mcts,1,time-limited,0.020007,,5672,,e5,2,,,,12,12
isolation.hard.heuristic-mcts.t23,16,heuristic,0,normal,0.000010,1,,,b1,1,,,,,
isolation.hard.heuristic-mcts.t23,17,mcts,1,time-limited,0.020008,,7931,,d4,1,,,,4,4
isolation.hard.heuristic-mcts.t23,18,heuristic,0,normal,0.000012,1,,,a1,1,,,,,
isolation.hard.heuristic-mcts.t23,19,mcts,1,time-limited,0.020014,,11522,,e3,1,,,,2,2
isolation.hard.mcts-heuristic.t23,0,mcts,0,time-limited,0.020012,,618,,c3,11,,,,619,0
isolation.hard.mcts-heuristic.t23,1,heuristic,1,normal,0.000065,9,,,d2,9,,,,,
isolation.hard.mcts-heuristic.t23,2,mcts,0,time-limited,0.020012,,679,,d3,12,,,,688,9
isolation.hard.mcts-heuristic.t23,3,heuristic,1,normal,0.000045,7,,,a2,7,,,,,
isolation.hard.mcts-heuristic.t23,4,mcts,0,time-limited,0.020011,,819,,b5,9,,,,829,11
isolation.hard.mcts-heuristic.t23,5,heuristic,1,normal,0.000078,10,,,b3,10,,,,,
isolation.hard.mcts-heuristic.t23,6,mcts,0,time-limited,0.020011,,1039,,a5,4,,,,1016,13
isolation.hard.mcts-heuristic.t23,7,heuristic,1,normal,0.000048,9,,,a4,9,,,,,
isolation.hard.mcts-heuristic.t23,8,mcts,0,time-limited,0.020010,,1923,,b4,1,,,,710,29
isolation.hard.mcts-heuristic.t23,9,heuristic,1,normal,0.000011,1,,,a3,1,,,,,
isolation.hard.mcts-heuristic.t23,10,mcts,0,time-limited,0.020004,,2816,,e4,3,,,,751,708
isolation.hard.mcts-heuristic.t23,11,heuristic,1,normal,0.000010,1,,,b2,1,,,,,
isolation.hard.mcts-heuristic.t23,12,mcts,0,time-limited,0.020007,,3428,,e1,7,,,,456,439
isolation.hard.mcts-heuristic.t23,13,heuristic,1,normal,0.000018,3,,,b1,3,,,,,
isolation.hard.mcts-heuristic.t23,14,mcts,0,time-limited,0.020004,,5414,,e2,3,,,,35,35
isolation.hard.mcts-heuristic.t23,15,heuristic,1,normal,0.000014,2,,,c2,2,,,,,
isolation.hard.mcts-heuristic.t23,16,mcts,0,time-limited,0.020009,,7647,,e3,2,,,,5,5
isolation.hard.mcts-heuristic.t23,17,heuristic,1,normal,0.000014,1,,,d1,1,,,,,
isolation.hard.mcts-heuristic.t23,18,mcts,0,time-limited,0.020003,,11204,,d4,1,,,,2,2
isolation.hard.alpha_beta-mcts.t23,0,alpha_beta,0,time-limited,0.020063,4154,,5,c2,11,1255,344,909,,
isolation.hard.alpha_beta-mcts.t23,1,mcts,1,time-limited,0.020188,,656,,b1,8,,,,657,0
isolation.hard.alpha_beta-mcts.t23,2,alpha_beta,0,time-limited,0.020010,4489,,6,b2,11,1692,524,2077,,
isolation.hard.alpha_beta-mcts.t23,3,mcts,1,time-limited,0.020012,,820,,a2,2,,,,760,10
isolation.hard.alpha_beta-mcts.t23,4,alpha_beta,0,time-limited,0.020037,4920,,7,b3,8,1861,708,3229,,
isolation.hard.alpha_beta-mcts.t23,5,mcts,1,time-limited,0.027365,,820,,a5,4,,,,936,150
isolation.hard.alpha_beta-mcts.t23,6,alpha_beta,0,normal,0.012020,3162,,7,b4,9,1233,648,3814,,
isolation.hard.alpha_beta-mcts.t23,7,mcts,1,time-limited,0.020007,,2344,,b5,3,,,,654,75
isolation.hard.alpha_beta-mcts.t23,8,alpha_beta,0,normal,0.000080,16,,2,c4,8,8,8,3814,,
isolation.hard.alpha_beta-mcts.t23,9,mcts,1,time-limited,0.020008,,4336,,a4,1,,,,56,56
isolation.hard.alpha_beta-mcts.t23,10,alpha_beta,0,normal,0.000063,12,,2,d4,6,6,6,3814,,
isolation.hard.alpha_beta-mcts.t23,11,mcts,1,time-limited,0.020006,,6222,,a3,1,,,,10,10
isolation.hard.alpha_beta-mcts.t23,12,alpha_beta,0,normal,0.000027,8,,1,d5,8,0,0,3814,,
isolation.hard.mcts-alpha_beta.t23,0,mcts,0,time-limited,0.020010,,598,,a5,11,,,,599,0
isolation.hard.mcts-alpha_beta.t23,1,alpha_beta,1,time-limited,0.020047,4027,,4,c3,11,967,181,786,,
isolation.hard.mcts-alpha_beta.t23,2,mcts,0,time-limited,0.020011,,660,,b5,6,,,,666,6
isolation.hard.mcts-alpha_beta.t23,3,alpha_beta,1,time-limited,0.020026,4474,,5,c4,13,1436,383,1839,,
isolation.hard.mcts-alpha_beta.t23,4,mcts,0,time-limited,0.020012,,772,,b3,5,,,,778,8
isolation.hard.mcts-alpha_beta.t23,5,alpha_beta,1,time-limited,0.020055,4905,,6,d5,7,2144,642,3339,,
isolation.hard.mcts-alpha_beta.t23,6,mcts,0,time-limited,0.020008,,808,,d1,8,,,,830,26
isolation.hard.mcts-alpha_beta.t23,7,alpha_beta,1,time-limited,0.020059,5366,,9,d2,5,3075,1349,5065,,
isolation.hard.mcts-alpha_beta.t23,8,mcts,0,time-limited,0.020018,,1148,,c2,3,,,,1125,88
isolation.hard.mcts-alpha_beta.t23,9,alpha_beta,1,time-limited,0.020021,5748,,11,d3,5,4357,3073,6349,,
isolation.hard.mcts-alpha_beta.t23,10,mcts,0,time-limited,0.020012,,1175,,a2,3,,,,1212,68
isolation.hard.mcts-alpha_beta.t23,11,alpha_beta,1,normal,0.007378,2275,,12,e4,4,1772,1448,6673,,
isolation.hard.mcts-alpha_beta.t23,12,mcts,0,time-limited,0.020011,,2912,,a1,5,,,,526,195
isolation.hard.mcts-alpha_beta.t23,13,alpha_beta,1,normal,0.001444,426,,10,e5,5,338,301,6710,,
isolation.hard.mcts-alpha_beta.t23,14,mcts,0,time-limited,0.020007,,3607,,b1,2,,,,31,27
isolation.hard.mcts-alpha_beta.t23,15,alpha_beta,1,normal,0.000021,2,,2,d4,1,1,1,6710,,
isolation.hard.mcts-alpha_beta.t23,16,mcts,0,time-limited,0.020008,,4279,,b2,1,,,,18,18
isolation.hard.mcts-alpha_beta.t23,17,alpha_beta,1,normal,0.000022,2,,2,e3,1,1,1,6710,,
isolation.hard.mcts-alpha_beta.t23,18,mcts,0,time-limited,0.020013,,5164,,a3,1,,,,16,16
isolation.hard.mcts-alpha_beta.t23,19,alpha_beta,1,normal,0.000042,4,,2,e2,2,2,2,6710,,
isolation.hard.mcts-alpha_beta.t23,20,mcts,0,time-limited,0.020006,,6738,,a4,2,,,,7,7
isolation.hard.mcts-alpha_beta.t23,21,alpha_beta,1,normal,0.000030,3,,2,e1,1,1,1,6710,,
isolation.hard.mcts-alpha_beta.t23,22,mcts,0,time-limited,0.020005,,12606,,b4,1,,,,2,2
uttt.easy.random-heuristic.t23,0,random,0,normal,0.000017,1,,,3.8,81,,,,,
uttt.easy.random-heuristic.t23,1,heuristic,1,normal,0.000865,9,,,8.0,9,,,,,
uttt.easy.random-heuristic.t23,2,random,0,normal,0.000003,1,,,0.6,9,,,,,
uttt.easy.random-heuristic.t23,3,heuristic,1,normal,0.000822,9,,,6.0,9,,,,,
uttt.easy.random-heuristic.t23,4,random,0,normal,0.000003,1,,,0.5,8,,,,,
uttt.easy.random-heuristic.t23,5,heuristic,1,normal,0.000886,9,,,5.3,9,,,,,
uttt.easy.random-heuristic.t23,6,random,0,normal,0.000003,1,,,3.6,8,,,,,
uttt.easy.random-heuristic.t23,7,heuristic,1,normal,0.000764,8,,,6.1,8,,,,,
uttt.easy.random-heuristic.t23,8,random,0,normal,0.000003,1,,,1.4,9,,,,,
uttt.easy.random-heuristic.t23,9,heuristic,1,normal,0.000820,9,,,4.2,9,,,,,
uttt.easy.random-heuristic.t23,10,random,0,normal,0.000003,1,,,2.5,9,,,,,
uttt.easy.random-heuristic.t23,11,heuristic,1,normal,0.000750,8,,,5.0,8,,,,,
uttt.easy.random-heuristic.t23,12,random,0,normal,0.000003,1,,,0.7,7,,,,,
uttt.easy.random-heuristic.t23,13,heuristic,1,normal,0.000840,9,,,7.3,9,,,,,
uttt.easy.random-heuristic.t23,14,random,0,normal,0.000003,1,,,3.2,7,,,,,
uttt.easy.random-heuristic.t23,15,heuristic,1,normal,0.000752,8,,,2.0,8,,,,,
uttt.easy.random-heuristic.t23,16,random,0,normal,0.000003,1,,,0.8,6,,,,,
uttt.easy.random-heuristic.t23,17,heuristic,1,normal,0.000713,8,,,8.6,8,,,,,
uttt.easy.random-heuristic.t23,18,random,0,normal,0.000003,1,,,6.4,7,,,,,
uttt.easy.random-heuristic.t23,19,heuristic,1,normal,0.000695,8,,,4.5,8,,,,,
uttt.easy.random-heuristic.t23,20,random,0,normal,0.000003,1,,,5.1,7,,,,,
uttt.easy.random-heuristic.t23,21,heuristic,1,normal,0.000692,8,,,1.1,8,,,,,
uttt.easy.random-heuristic.t23,22,random,0,normal,0.000003,1,,,1.5,7,,,,,
uttt.easy.random-heuristic.t23,23,heuristic,1,normal,0.000518,6,,,5.6,6,,,,,
uttt.easy.random-heuristic.t23,24,random,0,normal,0.000003,1,,,6.7,6,,,,,
uttt.easy.random-heuristic.t23,25,heuristic,1,normal,0.000630,8,,,7.4,8,,,,,
uttt.easy.random-heuristic.t23,26,random,0,normal,0.000003,1,,,4.3,7,,,,,
uttt.easy.random-heuristic.t23,27,heuristic,1,normal,0.000471,6,,,3.4,6,,,,,
uttt.easy.random-heuristic.t23,28,random,0,normal,0.000003,1,,,4.8,6,,,,,
uttt.easy.random-heuristic.t23,29,heuristic,1,normal,0.000555,7,,,8.3,7,,,,,
uttt.easy.random-heuristic.t23,30,random,0,normal,0.000003,1,,,3.1,5,,,,,
uttt.easy.random-heuristic.t23,31,heuristic,1,normal,0.000409,6,,,1.0,6,,,,,
uttt.easy.random-heuristic.t23,32,random,0,normal,0.000007,1,,,6.8,33,,,,,
uttt.easy.random-heuristic.t23,33,heuristic,1,normal,0.002151,32,,,6.2,32,,,,,
uttt.easy.random-heuristic.t23,34,random,0,normal,0.000003,1,,,2.4,7,,,,,
uttt.easy.random-heuristic.t23,35,heuristic,1,normal,0.000287,5,,,4.4,5,,,,,
uttt.easy.random-heuristic.t23,36,random,0,normal,0.000003,1,,,4.7,4,,,,,
uttt.easy.random-heuristic.t23,37,heuristic,1,normal,0.000357,7,,,7.5,7,,,,,
uttt.easy.heuristic-random.t23,0,heuristic,0,normal,0.007039,81,,,8.0,81,,,,,
uttt.easy.heuristic-random.t23,1,random,1,normal,0.000004,1,,,0.6,9,,,,,
uttt.easy.heuristic-random.t23,2,heuristic,0,normal,0.000816,9,,,6.4,9,,,,,
uttt.easy.heuristic-random.t23,3,random,1,normal,0.000003,1,,,4.5,9,,,,,
uttt.easy.heuristic-random.t23,4,heuristic,0,normal,0.000884,9,,,5.1,9,,,,,
uttt.easy.heuristic-random.t23,5,random,1,normal,0.000003,1,,,1.2,9,,,,,
uttt.easy.heuristic-random.t23,6,heuristic,0,normal,0.000829,9,,,2.2,9,,,,,
uttt.easy.heuristic-random.t23,7,random,1,normal,0.000003,1,,,2.3,8,,,,,
uttt.easy.heuristic-random.t23,8,heuristic,0,normal,0.000856,9,,,3.3,9,,,,,
uttt.easy.heuristic-random.t23,9,random,1,normal,0.000003,1,,,3.6,8,,,,,
uttt.easy.heuristic-random.t23,10,heuristic,0,normal,0.000754,8,,,6.6,8,,,,,
uttt.easy.heuristic-random.t23,11,random,1,normal,0.000003,1,,,6.8,7,,,,,
uttt.easy.heuristic-random.t23,12,heuristic,0,normal,0.000777,8,,,8.2,8,,,,,
uttt.easy.heuristic-random.t23,13,random,1,normal,0.000003,1,,,2.5,7,,,,,
uttt.easy.heuristic-random.t23,14,heuristic,0,normal,0.000772,8,,,5.2,8,,,,,
uttt.easy.heuristic-random.t23,15,random,1,normal,0.000003,1,,,2.7,6,,,,,
uttt.easy.heuristic-random.t23,16,heuristic,0,normal,0.000875,9,,,7.3,9,,,,,
uttt.easy.heuristic-random.t23,17,random,1,normal,0.000003,1,,,3.5,7,,,,,
uttt.easy.heuristic-random.t23,18,heuristic,0,normal,0.000689,7,,,5.0,7,,,,,
uttt.easy.heuristic-random.t23,19,random,1,normal,0.000003,1,,,0.1,8,,,,,
uttt.easy.heuristic-random.t23,20,heuristic,0,normal,0.000704,8,,,1.5,8,,,,,
uttt.easy.heuristic-random.t23,21,random,1,normal,0.000009,1,,,2.0,54,,,,,
uttt.easy.heuristic-random.t23,22,heuristic,0,normal,0.000624,7,,,0.5,7,,,,,
uttt.easy.heuristic-random.t23,23,random,1,normal,0.000008,1,,,4.1,52,,,,,
uttt.easy.heuristic-random.t23,24,heuristic,0,normal,0.000649,7,,,1.3,7,,,,,
uttt.easy.heuristic-random.t23,25,random,1,normal,0.000003,1,,,3.8,6,,,,,
uttt.easy.heuristic-random.t23,26,heuristic,0,normal,0.000614,7,,,8.1,7,,,,,
uttt.easy.heuristic-random.t23,27,random,1,normal,0.000003,1,,,1.7,6,,,,,
uttt.easy.heuristic-random.t23,28,heuristic,0,normal,0.000645,8,,,7.5,8,,,,,
uttt.easy.heuristic-random.t23,29,random,1,normal,0.000008,1,,,3.0,40,,,,,
uttt.easy.heuristic-random.t23,30,heuristic,0,normal,0.000500,6,,,0.3,6,,,,,
uttt.easy.heuristic-random.t23,31,random,1,normal,0.000003,1,,,3.7,4,,,,,
uttt.easy.heuristic-random.t23,32,heuristic,0,normal,0.000474,7,,,7.4,7,,,,,
uttt.easy.heuristic-random.t23,33,random,1,normal,0.000003,1,,,4.6,7,,,,,
uttt.easy.heuristic-random.t23,34,heuristic,0,normal,0.000313,6,,,6.2,6,,,,,
uttt.easy.random-alpha_beta.t23,0,random,0,normal,0.000012,1,,,1.6,81,,,,,
uttt.easy.random-alpha_beta.t23,1,alpha_beta,1,time-limited,2.000763,29000,,7,6.0,9,7601,2193,5407,,
